問題ID,年度,セクション,問題番号,正答,正答率,英語問題,画像問題,連問,計算問題,問題文,症例文,選択肢,Web表示用,タグ,最終更新,ソース,コンテンツ,データ状態
115E49,115,E,49,d,99.2,No,No,Yes,No,患者は「まだ糖尿病なのですかね」と話した。 医師の適切な応答はどれか。,,"a. 「このまま放っておくと失明しますよ」
b. 「直ちにインスリンによる治療が必要です」
c. 「わかっているのになぜ放っておいたのですか」
d. 「糖尿病についてどのようにご理解されていますか」
e. 「医師の言うことを守れないのであれば通院する必要はありません」","115E49
患者は「まだ糖尿病なのですかね」と話した。 医師の適切な応答はどれか。

a 「このまま放っておくと失明しますよ」
b 「直ちにインスリンによる治療が必要です」
c 「わかっているのになぜ放っておいたのですか」
d 「糖尿病についてどのようにご理解されていますか」
e 「医師の言うことを守れないのであれば通院する必要はありません」",連問,2025年8月17日 22:11 (JST),base_data,"-50 基準値
次の文を読み，49，50の問いに答えよ．
68歳の男性．ふらつき感を主訴に来院した．
現病歴：本日起床時から，頭がふらふらする感じを自覚したため受診した．
既往歴：2年前に自宅近くの診療所で糖尿病と診断されたが，その後通院していない．
生活歴：長男夫婦と同居している．偏食が激しく，近所で買って来た菓子などで不規則な食事をし，しばしば居酒屋で大量飲酒している．
現症：意識は清明．身長165cm，体重70kg．体温36.2℃．脈拍104/分，整．血圧104/64mmHg．呼吸数20/分．眼瞼結膜と眼球結膜とに異常を認めない．眼振を認めない．心音と呼吸音とに異常を認めない．腹部は平坦，軟で，肝・脾を触知しない．四肢の筋力低下を認めず，四肢・体幹の運動失調を認めない．起立と歩行に異常を認めないが両側アキレス腱の腱反射が消失している．
検査所見：来院時，簡易血糖測定器で測定した血糖は350mg/dLであった．
[E049]
患者は「まだ糖尿病なのですかね」と話した．
医師の適切な応答はどれか．
ａ　「このまま放っておくと失明しますよ」
0.1%
ｂ　「直ちにインスリンによる治療が必要です」
0.6%
ｃ　「わかっているのになぜ放っておいたのですか」
0.1%
ｄ　「糖尿病についてどのようにご理解されていますか」
99.2%
ｅ　「医師の言うことを守れないのであれば通院する必要はありません」
0.1%
[E050]
糖尿病の診療を開始するにあたり，医師の説明で適切なのはどれか．
ａ　「すぐに運動して，体重を落としましょう」
0.3%
ｂ　「薬物治療の導入は，薬剤師が決定します」
0.0%
ｃ　「ご家族にも病状を説明したいのですが，良いですか」
99.5%
ｄ　「看護師が生活指導を担当するので，医師に聞かないでください」
0.0%
ｅ　「治療について医師の言うことは絶対なので，必ず守ってください」
0.1%
リトライ
[掲載頁：QB2026 Z-209]
E049
解答:
正解:d(正答率 99.2%)
結果:
E050
解答:
正解:c(正答率 99.5%)",notion_existing
115E5,115,E,5,b,99.8,No,No,No,No,成人を対象としたインフォームド・コンセントについて正しいのはどれか。,,"a. 本人と家族の同意が必要である。
b. 患者は同意をいつでも撤回できる。
c. 予後についての説明は必要でない。
d. 医師の過失責任を回避する目的で行う。
e. 最新の治療法を推奨しなければならない。","115E5
成人を対象としたインフォームド・コンセントについて正しいのはどれか。

a 本人と家族の同意が必要である。
b 患者は同意をいつでも撤回できる。
c 予後についての説明は必要でない。
d 医師の過失責任を回避する目的で行う。
e 最新の治療法を推奨しなければならない。",,2025年8月17日 22:09 (JST),base_data,"解答:
正解:b(正答率 99.8%)",notion_existing
115E50,115,E,50,c,99.5,No,No,Yes,No,糖尿病の診療を開始するにあたり、医師の説明で適切なのはどれか。 E049,,"a. 「すぐに運動して、体重を落としましょう」
b. 「薬物治療の導入は、薬剤師が決定します」
c. 「ご家族にも病状を説明したいのですが、良いですか」
d. 「看護師が生活指導を担当するので、医師に聞かないでください」
e. 「治療について医師の言うことは絶対なので、必ず守ってください」","115E50
糖尿病の診療を開始するにあたり、医師の説明で適切なのはどれか。 E049

a 「すぐに運動して、体重を落としましょう」
b 「薬物治療の導入は、薬剤師が決定します」
c 「ご家族にも病状を説明したいのですが、良いですか」
d 「看護師が生活指導を担当するので、医師に聞かないでください」
e 「治療について医師の言うことは絶対なので、必ず守ってください」",連問,2025年8月17日 22:11 (JST),web_display_added,"115E50
糖尿病の診療を開始するにあたり、医師の説明で適切なのはどれか。 E049
a 「すぐに運動して、体重を落としましょう」
b 「薬物治療の導入は、薬剤師が決定します」
c 「ご家族にも病状を説明したいのですが、良いですか」
d 「看護師が生活指導を担当するので、医師に聞かないでください」
e 「治療について医師の言うことは絶対なので、必ず守ってください」
================================================================================",notion_existing
115E6,115,E,6,e,91.5,No,No,No,No,腰椎穿刺について正しいのはどれか。,,"a. 脳ヘルニアの患者が適応である。
b. Jacoby線より上の腰椎間腔を穿刺する。
c. 脳脊髄液をシリンジで吸引して採取する。
d. 細い穿刺針の方が穿刺後頭痛のリスクが高い。
e. 側臥位で両膝を両手で抱え首を前屈した体位をとらせる。","115E6
腰椎穿刺について正しいのはどれか。

a 脳ヘルニアの患者が適応である。
b Jacoby線より上の腰椎間腔を穿刺する。
c 脳脊髄液をシリンジで吸引して採取する。
d 細い穿刺針の方が穿刺後頭痛のリスクが高い。
e 側臥位で両膝を両手で抱え首を前屈した体位をとらせる。",,2025年8月17日 22:09 (JST),base_data,"解答:
正解:e(正答率 91.5%)",notion_existing
115E7,115,E,7,a,91.4,No,No,No,No,医師法第1条の条文を示す。 「医師は、医療と保健指導を掌ることによって、(ア)の向上と増進に寄与し、もって国民の健康な生活を確保するものとする。」 (ア)に入るのはどれか。,,"a. 公衆衛生
b. 社会保障
c. 生命科学
d. 適正診療
e. 臨床医学","115E7
医師法第1条の条文を示す。 「医師は、医療と保健指導を掌ることによって、(ア)の向上と増進に寄与し、もって国民の健康な生活を確保するものとする。」 (ア)に入るのはどれか。

a 公衆衛生
b 社会保障
c 生命科学
d 適正診療
e 臨床医学",,2025年8月17日 22:09 (JST),base_data,"解答:
正解:a(正答率 91.4%)",notion_existing
115E8,115,E,8,d,98.7,No,No,No,No,出血性ショックによる意識障害のある患者が付き添いなく救急搬送され、緊急手術が必要であると判断された。患者は他院に通院歴があることが判明している。 医療者の行為として誤っているのはどれか。,,"a. 術前に家族へ連絡を試みた。
b. 院内で緊急手術の必要性について討議した。
c. 通院歴のある医療機関へ診療情報の問い合わせをした。
d. 治験参加への同意書が未取得の段階で治験用の降圧薬を使用した。
e. 輸血開始時までに血液型が判明しなかったためO型Rh(-)の赤血球輸血を行った。","115E8
出血性ショックによる意識障害のある患者が付き添いなく救急搬送され、緊急手術が必要であると判断された。患者は他院に通院歴があることが判明している。 医療者の行為として誤っているのはどれか。

a 術前に家族へ連絡を試みた。
b 院内で緊急手術の必要性について討議した。
c 通院歴のある医療機関へ診療情報の問い合わせをした。
d 治験参加への同意書が未取得の段階で治験用の降圧薬を使用した。
e 輸血開始時までに血液型が判明しなかったためO型Rh(-)の赤血球輸血を行った。",,2025年8月17日 22:09 (JST),base_data,"解答:
正解:d(正答率 98.7%)",notion_existing
115E9,115,E,9,e,99,No,No,No,No,外傷の初期診療において迅速簡易超音波検査〈FAST〉で確認するのはどれか。,,"a. 気胸
b. 骨折
c. 臓器損傷
d. 大動脈径
e. 体腔内出血","115E9
外傷の初期診療において迅速簡易超音波検査〈FAST〉で確認するのはどれか。

a 気胸
b 骨折
c 臓器損傷
d 大動脈径
e 体腔内出血",,2025年8月17日 22:09 (JST),base_data,"解答:
正解:e(正答率 99.0%)",notion_existing
115F1,115,F,1,c,92.5,No,No,No,No,栄養素とその欠乏によって起こる病態との組合せで正しいのはどれか。,,"a. マグネシウム - 味覚障害
b. ビタミンA - ペラグラ
c. ビタミンC - 出血傾向
d. カルシウム - 貧血
e. 亜鉛 - 夜盲","115F1
栄養素とその欠乏によって起こる病態との組合せで正しいのはどれか。

a マグネシウム - 味覚障害
b ビタミンA - ペラグラ
c ビタミンC - 出血傾向
d カルシウム - 貧血
e 亜鉛 - 夜盲",,2025年8月17日 22:11 (JST),base_data,"解答:
正解:c(正答率 92.5%)",notion_existing
115F10,115,F,10,a,99.4,No,No,No,No,各病態で使用する医薬品と投与経路の組合せで正しいのはどれか。,,"a. アナフィラキシーショックにおけるアドレナリン - 筋肉注射
b. 下腿挫創における破傷風トキソイド - 静脈内注射
c. 高血圧緊急症におけるカルシウム拮抗薬 - 舌下投与
d. 糖尿病性ケトアシドーシスにおけるインスリン - 皮下注射
e. 熱性けいれんにおけるジアゼパム - 皮下注射","115F10
各病態で使用する医薬品と投与経路の組合せで正しいのはどれか。

a アナフィラキシーショックにおけるアドレナリン - 筋肉注射
b 下腿挫創における破傷風トキソイド - 静脈内注射
c 高血圧緊急症におけるカルシウム拮抗薬 - 舌下投与
d 糖尿病性ケトアシドーシスにおけるインスリン - 皮下注射
e 熱性けいれんにおけるジアゼパム - 皮下注射",,2025年8月17日 22:12 (JST),base_data,"解答:
正解:a(正答率 99.4%)",notion_existing
115F11,115,F,11,d,65.4,No,No,No,No,予防接種法で任意の予防接種に含まれるのはどれか。,,"a. MRワクチン
b. 水痘ワクチン
c. 日本脳炎ワクチン
d. おたふくかぜワクチン
e. ヒトパピローマウイルス〈HPV〉ワクチン","115F11
予防接種法で任意の予防接種に含まれるのはどれか。

a MRワクチン
b 水痘ワクチン
c 日本脳炎ワクチン
d おたふくかぜワクチン
e ヒトパピローマウイルス〈HPV〉ワクチン",,2025年8月17日 22:12 (JST),base_data,"解答:
正解:d(正答率 65.4%)",notion_existing
115F12,115,F,12,c,79.1,No,No,No,No,"78歳の男性。血清クレアチニン値1.0mg/dL、24時間蓄尿量1,000mL、蓄尿中クレアチニン濃度72.0mg/dL。クレアチニンクリアランス(mL/分)の数値はどれか。 ただし、体表面積補正なしで、小数点以下の数値が得られた場合には、小数第1位を四捨五入すること。",,"a. 10
b. 14
c. 50
d. 72
e. 78","115F12
78歳の男性。血清クレアチニン値1.0mg/dL、24時間蓄尿量1,000mL、蓄尿中クレアチニン濃度72.0mg/dL。クレアチニンクリアランス(mL/分)の数値はどれか。 ただし、体表面積補正なしで、小数点以下の数値が得られた場合には、小数第1位を四捨五入すること。

a 10
b 14
c 50
d 72
e 78",,2025年8月17日 22:12 (JST),base_data,"解答:
正解:c(正答率 79.1%)",notion_existing
115F13,115,F,13,a,97.6,No,No,No,No,公的医療保険について誤っているのはどれか。,,"a. 現金が給付される。
b. 主たる財源は保険料である。
c. 被用者保険の加入者が最も多い。
d. 国民はいずれかの医療保険に加入する。
e. 小学校就学前の自己負担は2割である。","115F13
公的医療保険について誤っているのはどれか。

a 現金が給付される。
b 主たる財源は保険料である。
c 被用者保険の加入者が最も多い。
d 国民はいずれかの医療保険に加入する。
e 小学校就学前の自己負担は2割である。",,2025年8月17日 22:12 (JST),base_data,"解答:
正解:a(正答率 97.6%)",notion_existing
115F14,115,F,14,c,79.2,No,No,No,No,健康診断の尿沈渣で各視野に1つでも認められたとき異常となるのはどれか。,,"a. 赤血球
b. 白血球
c. 顆粒円柱
d. 硝子円柱
e. 扁平上皮","115F14
健康診断の尿沈渣で各視野に1つでも認められたとき異常となるのはどれか。

a 赤血球
b 白血球
c 顆粒円柱
d 硝子円柱
e 扁平上皮",,2025年8月17日 22:12 (JST),base_data,"解答:
正解:c(正答率 79.2%)",notion_existing
115F15,115,F,15,b,99.2,No,No,No,No,死亡確認された成人遺体で、背部から下腿後面にかけての死斑と顎関節および四肢関節の硬直がみられた。角膜の混濁はみられず、直腸温は32°Cであった(外気温20°C)。推定される死後経過時間はどれか。,,"a. 1時間以内
b. 6〜12時間
c. 24〜30時間
d. 36〜42時間
e. 48時間以上","115F15
死亡確認された成人遺体で、背部から下腿後面にかけての死斑と顎関節および四肢関節の硬直がみられた。角膜の混濁はみられず、直腸温は32°Cであった(外気温20°C)。推定される死後経過時間はどれか。

a 1時間以内
b 6〜12時間
c 24〜30時間
d 36〜42時間
e 48時間以上",,2025年8月17日 22:12 (JST),base_data,"解答:
正解:b(正答率 99.2%)",notion_existing
