問題ID,年度,セクション,問題番号,ソース,コンテンツ
115C63,115,C,63,base_data,"-65 基準値
次の文を読み，63〜65の問いに答えよ．
82歳の女性．発熱と意識障害のため救急車で搬入された．
現病歴：3日前から発熱し，食事もむせるようになった．本日朝から呼びかけへの反応が乏しくなった．
既往歴：72歳時からAlzheimer型認知症に対してドネペジルを内服中である．
生活歴：ADLは車いす移動．2年前からサービス付き高齢者向け住宅に入居している．
家族歴：特記すべきことはない．
現症：呼びかけにより開眼し「苦しい」と発語はあるが問いかけには答えられない．痛み刺激に対して手で払いのける．体温38.2℃．心拍数40/分，整．血圧140/90mmHg．呼吸数24/分．SpO2 92％（リザーバー付マスク10L/分酸素投与下）．瞳孔は高度に縮瞳し，対光反射は消失している．鼻汁，流涎および発汗がみられる．運動麻痺を認めない．腱反射の異常を認めない．両側肺底部にcoarse cracklesを聴取する．腹部は平坦，軟で，肝・脾を触知しない．下腿に浮腫を認めない．下肢に筋力低下を認める．
[C063]
流涎に対して最初に行うべき処置はどれか．
ａ　気管挿管
16.6%
ｂ　口腔内吸引
83.1%
ｃ　経鼻胃管挿入
0.1%
ｄ　輪状甲状靱帯穿刺
0.1%
ｅ　経鼻エアウェイ挿入
0.2%
[C064]
この病態の診断に有用な血液検査項目はどれか．
ａ　Ca
1.7%
ｂ　TSH
0.1%
ｃ　血糖
0.5%
ｄ　血清補体値
0.5%
ｅ　コリンエステラーゼ
97.2%
[C065]
対応で正しいのはどれか．2つ選べ．
ａ　アドレナリン投与
0.8%
ｂ　ダントロレン投与
11.8%
ｃ　ドネペジルの中止
94.7%
ｄ　硫酸アトロピン投与
88.4%
ｅ　アセトアミノフェン投与
4.3%
リトライ
[掲載頁：QB2026 K-37]
C063
解答:
正解:b(正答率 83.1%)
結果:
C064
解答:
正解:e(正答率 97.2%)
結果:
C065
解答:
正解:c,d(正答率 83.8%)"
115C64,115,C,64,web_display_added,"115C64
この病態の診断に有用な血液検査項目はどれか。
a Ca
b TSH
c 血糖
d 血清補体値
e コリンエステラーゼ
================================================================================"
115C65,115,C,65,web_display_added,"115C65
対応で正しいのはどれか。2つ選べ。 C063
a アドレナリン投与
b ダントロレン投与
c ドネペジルの中止
d 硫酸アトロピン投与
e アセトアミノフェン投与
================================================================================"
115C66,115,C,66,base_data,"-68 基準値
次の文を読み，66〜68の問いに答えよ．
75歳の男性．腹痛を主訴に来院した．
現病歴：3週前から食思不振と倦怠感を自覚していた．2日前から上腹部の鈍痛が出現したため受診した．
既往歴：45歳から高血圧症と糖尿病で内服加療中である．血糖コントロールは良好であった．61歳時に早期胃癌の診断で幽門側胃切除（BillrothⅠ法再建）術．
生活歴：妻と長男夫婦と4人暮らし．喫煙は20本/日を45年間．飲酒は機会飲酒．
家族歴：特記すべきことはない．
現症：意識は清明．身長166cm，体重57kg．体温36.7℃．脈拍76/分，整．血圧134/86mmHg．呼吸数14/分．SpO2 98％（room air）．眼瞼結膜と眼球結膜とに異常を認めない．心音と呼吸音とに異常を認めない．腹部は平坦，軟で，手術痕を認める．圧痛のない腫大した胆囊を触知する．肝・脾を触知しない．腸雑音に異常を認めない．
検査所見：血液所見：赤血球411万，Hb 13.8g/dL，Ht 41％，白血球8,600，血小板18万．血液生化学所見：総蛋白7.1g/dL，アルブミン3.7g/dL，総ビリルビン2.1mg/dL，直接ビリルビン1.3mg/dL，AST 328U/L，ALT 216U/L，LD 564U/L（基準120〜245），ALP 1,235U/L（基準115〜359），γ-GT 602U/L（基準8〜50），アミラーゼ101U/L（基準37〜160），尿素窒素24mg/dL，クレアチニン1.2mg/dL，尿酸5.4mg/dL，血糖123mg/dL，HbA1c 7.0％（基準4.6〜6.2），総コレステロール196mg/dL，トリグリセリド110mg/dL，Na 139mEq/L，K 4.4mEq/L，Cl 99mEq/L，CEA 5.3ng/mL（基準5以下），CA19-9 133U/mL（基準37以下）．CRP 1.5mg/dL．
[C066]
この患者にみられるのはどれか．
ａ　Charcot三徴
0.5%
ｂ　Courvoisier徴候
96.5%
ｃ　Grey-Turner徴候
0.3%
ｄ　Murphy徴候
2.7%
ｅ　Reynolds五徴
0.0%
[C067]
腹部造影CT（①〜⑤）を次に示す．
この患者のものと考えられるのはどれか．
ａ　①
12.4%
ｂ　②"
115C67,115,C,67,web_display_added,115C67: 画像あり -->
115C68,115,C,68,web_display_added,"115C68
まず行う対応として適切なのはどれか。 C066
a 胆囊摘出術
b 肝動脈塞栓術
c 経皮的膿瘍ドレナージ
d 内視鏡的胆管ドレナージ
e 内視鏡的十二指腸ステント留置
================================================================================"
115C69,115,C,69,base_data,"-71 基準値
次の文を読み，69〜71の問いに答えよ．
78歳の女性．胸部不快感を主訴に来院した．
現病歴：2週前から労作時に胸部の不快感を自覚するようになり受診した．
既往歴：61歳時に糖尿病，65歳時に高血圧症，高尿酸血症と診断され，内服加療中．76歳時に肺炎で入院加療を受けた．1年前から椎間板ヘルニアによる腰痛に対し鎮痛薬の処方も受けている．腰痛のため運動量の減少に伴い，最近は筋肉量の減少も指摘されていた．
生活歴：80歳の夫と2人暮らし．喫煙は24歳から20本/日を37年間．飲酒は機会飲酒．
家族歴：父親が70歳時に心不全で死亡．
現症：意識は清明．身長154cm，体重41kg．体温35.8℃．脈拍84/分，整．血圧142/88mmHg．呼吸数16/分．SpO2 96％（room air）．眼瞼結膜に異常を認めない．頸静脈の怒張を認めない．胸骨左縁第3肋間を最強点とするLevine 2/6の収縮期雑音を聴取する．呼吸音に異常を認めない．腹部は平坦，軟で，肝・脾を触知しない．左足背動脈は触知が不良で冷感を認める．
検査所見：尿所見：蛋白2＋，潜血（－），糖（－），尿蛋白1.5g/日．血液所見：赤血球362万，Hb 11.0g/dL，Ht 35％，白血球6,800，血小板16万．血液生化学所見：総蛋白6.2g/dL，アルブミン3.2g/dL，AST 20U/L，ALT 12U/L，LD 198U/L（基準120〜245），ALP 288U/L（基準115〜359），CK 28U/L（基準30〜140），尿素窒素32mg/dL，クレアチニン0.9mg/dL，eGFR 37mL/分/1.73m2，尿酸8.2mg/dL，血糖118mg/dL，HbA1c 6.6％（基準4.6〜6.2），総コレステロール142mg/dL，Na 136mEq/L，K 4.0mEq/L，Cl 104mEq/L．CRP 0.8mg/dL．12誘導心電図でⅡ，Ⅲ，aVF，V4-6誘導のST低下を認める．胸部X線写真で心胸郭比56％．
虚血性心疾患が疑われ，冠動脈造影検査の実施を検討することとなった．
[C069]
この患者の腎機能をより正確に把握するために有用な指標はどれか．
ａ　尿中NAG値
1.2%
ｂ　尿蛋白/クレアチニン比
13.0%
ｃ　尿中β2-マイクログロブリン値
2.4%
ｄ　"
115C7,115,C,7,base_data,"解答:
正解:e(正答率 94.6%)"
115C70,115,C,70,web_display_added,"115C70
腎機能は中等度の障害であり、冠動脈造影検査を行うことになった。 この患者で造影剤使用前に中止を検討すべき内服薬はどれか。
a 利尿薬
b NSAID
c 尿酸合成阻害薬
d αグルコシダーゼ阻害薬
e アンジオテンシン変換酵素〈ACE〉阻害薬
================================================================================"
115C71,115,C,71,web_display_added,"115C71
冠動脈造影検査前に行うべき対応はどれか。 C069
a 血液透析
b スタチン内服
c 生理食塩液点滴静注
d ドーパミン点滴静注
e ヒト心房利尿ペプチド〈hANP〉点滴静注
================================================================================"
115C72,115,C,72,base_data,"-74 基準値
次の文を読み，72〜74の問いに答えよ．
80歳の男性．胸痛のため救急車で搬入された．
現病歴：昨日午後7時ころ夕食中に急に胸部絞扼感を感じた．胸痛は約30分持続したが自然に軽快し，その日は就寝した．本日朝6時，起床時に昨晩と同様の胸痛が出現した．昨夜より症状が強く動けない状態が持続し，その後呼吸困難も生じてきたため救急車を要請し，午前7時に救急搬送された．
既往歴：10年前から高血圧症で通院加療中．
生活歴：妻と2人暮らし．喫煙は20本/日，60年間．飲酒は機会飲酒．
家族歴：特記すべきことはない．
現症：意識は清明．身長155cm，体重60kg．心拍数108/分，整．血圧106/86mmHgで明らかな左右差を認めない．呼吸数20/分．SpO2 94％（リザーバー付マスク10L/分酸素投与下）．冷汗を認める．眼瞼結膜と眼球結膜とに異常を認めない．頸静脈の怒張を認める．心音はⅢ音ギャロップを呈しており，心尖部を最強点とするLevine 3/6の収縮期雑音を聴取する．呼吸音は両側中下胸部に湿性ラ音を聴取する．腹部は平坦，軟で，肝・脾を触知しない．下腿に浮腫を認めない．
検査所見：赤血球463万，Hb 13.2g/dL，Ht 40％，白血球9,800，血小板28万，総ビリルビン0.5mg/dL，AST 118U/L，ALT 32U/L，LD 320U/L（基準120〜245），CK 346U/L（基準30〜140），尿素窒素12mg/dL，クレアチニン0.8mg/dL，血糖98mg/dL，Na 138mEq/L，K 4.4mEq/L，Cl 97mEq/L．心筋トロポニンT迅速検査陽性．心電図は心拍数108/分の洞調律で，広範な誘導でST低下を認めた．
[C072]
この患者の病態で正しいのはどれか．2つ選べ．
ａ　左房圧は上昇している．
93.4%
ｂ　僧帽弁閉鎖不全がある．
97.7%
ｃ　心拍出量は増加している．
2.6%
ｄ　中心静脈圧は低下している．
2.8%
ｅ　副交感神経の緊張状態である．
3.4%
[C073]
冠動脈造影像（A）を次に示す．血圧が低下したため，補助循環装置を挿入した．このときの胸部透視時の写真（B）を次に示す．
この患者について正しいのはどれか．2つ選べ．
ａ　冠動脈造影では冠動脈の中隔枝を介した側副血行が認められる．
8"
115C73,115,C,73,web_display_added,115C73: 画像あり -->
115C74,115,C,74,web_display_added,"115C74
冠血行再建術が施行された後、ICUに入室した。血行動態は安定し補助循環装置も抜去された。 この患者への心臓リハビリテーションの説明で誤っているのはどれか。 C072
a 「最初は監視下で行います」
b 「心拍数を見ながら進めていきます」
c 「息切れや胸痛があれば無理に進めません」
d 「心臓リハビリは退院の時点で終了となります」
e 「ご家族と一緒に食事やお薬についても勉強しましょう」
================================================================================"
115C75,115,C,75,base_data,"解答:
正解:27(正答率 73.1%)"
115C8,115,C,8,base_data,"解答:
正解:a(正答率 89.3%)"
115C9,115,C,9,base_data,"解答:
正解:c(正答率 70.1%)"
115D1,115,D,1,base_data,"解答:
正解:c(正答率 98.2%)"
115D10,115,D,10,base_data,"解答:
正解:d,e(正答率 88.2%)"
115D11,115,D,11,base_data,"解答:
正解:c,d(正答率 88.9%)"
115D12,115,D,12,base_data,"解答:
正解:b,c(正答率 21.8%)"
115D13,115,D,13,base_data,"解答:
正解:a,c(正答率 72.8%)"
115D14,115,D,14,base_data,"解答:
正解:b,e(正答率 89.3%)"
115D15,115,D,15,base_data,"解答:
正解:d,e(正答率 58.6%)"
115D16,115,D,16,base_data,"解答:
正解:e(正答率 92.5%)"
115D17,115,D,17,base_data,"解答:
正解:b(正答率 90.4%)"
115D18,115,D,18,base_data,"解答:
正解:c(正答率 87.9%)"
115D19,115,D,19,base_data,"解答:
正解:d(正答率 68.9%)"
115D2,115,D,2,base_data,"解答:
正解:c(正答率 60.9%)"
115D20,115,D,20,base_data,"解答:
正解:e(正答率 77.8%)"
115D21,115,D,21,base_data,"解答:
正解:e(正答率 98.8%)"
115D22,115,D,22,base_data,"解答:
正解:d(正答率 53.6%)"
115D23,115,D,23,base_data,"解答:
正解:d(正答率 87.2%)"
115D24,115,D,24,base_data,"解答:
正解:d(正答率 97.8%)"
115D25,115,D,25,base_data,"解答:
正解:a(正答率 71.9%)"
115D26,115,D,26,base_data,"解答:
正解:d(正答率 87.9%)"
115D27,115,D,27,base_data,"解答:
正解:d(正答率 68.5%)"
115D28,115,D,28,base_data,"解答:
正解:c(正答率 31.5%)"
115D29,115,D,29,base_data,"解答:
正解:c(正答率 54.5%)"
115D3,115,D,3,base_data,"解答:
正解:e(正答率 85.4%)"
115D30,115,D,30,base_data,"解答:
正解:a(正答率 93.2%)"
115D31,115,D,31,base_data,"解答:
正解:d(正答率 92.6%)"
115D32,115,D,32,base_data,"解答:
正解:a(正答率 67.8%)"
115D33,115,D,33,base_data,"解答:
正解:c(正答率 89.9%)"
115D34,115,D,34,base_data,"解答:
正解:e(正答率 95.7%)"
115D35,115,D,35,base_data,"解答:
正解:c(正答率 71.5%)"
115D36,115,D,36,base_data,"解答:
正解:a(正答率 81.2%)"
115D37,115,D,37,base_data,"解答:
正解:d(正答率 74.0%)"
115D38,115,D,38,base_data,"解答:
正解:d(正答率 95.6%)"
115D39,115,D,39,base_data,"解答:
正解:e(正答率 84.4%)"
115D4,115,D,4,base_data,"解答:
正解:e(正答率 61.4%)"
115D40,115,D,40,base_data,"解答:
正解:e(正答率 89.0%)"
115D41,115,D,41,base_data,"解答:
正解:e(正答率 94.1%)"
115D42,115,D,42,base_data,"解答:
正解:d(正答率 81.6%)"
115D43,115,D,43,base_data,"解答:
正解:e(正答率 77.7%)"
115D44,115,D,44,base_data,"解答:
正解:d(正答率 87.9%)"
115D45,115,D,45,base_data,"解答:
正解:b(正答率 70.3%)"
115D46,115,D,46,base_data,"解答:
正解:a(正答率 92.4%)"
115D47,115,D,47,base_data,"解答:
正解:a(正答率 56.5%)"
115D48,115,D,48,base_data,"解答:
正解:c(正答率 75.6%)"
115D49,115,D,49,base_data,"解答:
正解:d(正答率 91.2%)"
115D5,115,D,5,base_data,"解答:
正解:a(正答率 97.6%)"
115D50,115,D,50,base_data,"解答:
正解:b(正答率 97.0%)"
115D51,115,D,51,base_data,"解答:
正解:a(正答率 56.5%)"
115D52,115,D,52,base_data,"解答:
正解:e(正答率 91.0%)"
115D53,115,D,53,base_data,"解答:
正解:b(正答率 89.6%)"
115D54,115,D,54,base_data,"解答:
正解:d(正答率 69.7%)"
115D55,115,D,55,base_data,"解答:
正解:a(正答率 86.1%)"
115D56,115,D,56,base_data,"解答:
正解:b(正答率 69.5%)"
115D57,115,D,57,base_data,"解答:
正解:d(正答率 32.3%)"
115D58,115,D,58,base_data,"解答:
正解:b(正答率 97.1%)"
115D59,115,D,59,base_data,"解答:
正解:a(正答率 94.3%)"
115D6,115,D,6,base_data,"解答:
正解:e(正答率 96.9%)"
115D60,115,D,60,base_data,"解答:
正解:b(正答率 88.9%)"
115D61,115,D,61,base_data,"解答:
正解:b(正答率 29.9%)"
115D62,115,D,62,base_data,"解答:
正解:c(正答率 88.5%)"
